"ticker","secid","tradedate","openprice","highestprice","lowestprice","closeprice","turnovervol","turnovervalue","accumadjfactor","isopen"
"600519","600519.SH","2019-01-02","609.98","612.0","595.01","598.98","6228649.0","3.754387984E9","7.211773","true"
"600519","600519.SH","2019-01-03","599.97","601.66","585.8","590.0","3097735.0","1.838179174E9","7.211773","true"
"600519","600519.SH","2019-01-04","587.28","607.67","582.02","602.0","3768347.0","2.258501484E9","7.211773","true"
"600519","600519.SH","2019-01-07","608.0","612.0","602.22","605.49","3475012.9999999995","2.105981461E9","7.211773","true"
"600519","600519.SH","2019-01-08","605.5","612.0","600.28","604.79","2883813.0","1.750413219E9","7.211773","true"
"600519","600519.SH","2019-01-09","609.99","626.16","609.04","616.12","4989227.0","3.084214779E9","7.211773","true"
"600519","600519.SH","2019-01-10","617.13","624.88","610.25","618.77","2904390.0","1.797683134E9","7.211773","true"
"600519","600519.SH","2019-01-11","625.0","637.0","618.75","635.88","3888421.0","2.445929483E9","7.211773","true"
"600519","600519.SH","2019-01-14","633.0","635.89","621.55","624.6","2564890.0","1.606308126E9","7.211773","true"
"600519","600519.SH","2019-01-15","627.86","661.5","625.0","659.98","5576485.0","3.613919068E9","7.211773","true"
"600519","600519.SH","2019-01-16","658.0","665.65","653.6","661.1","4208364.0","2.77510393E9","7.211773","true"
"600519","600519.SH","2019-01-17","663.0","669.7","655.8","659.25","3028476.0","2.004454115E9","7.211773","true"
"600519","600519.SH","2019-01-18","665.0","690.2","661.5","683.61","6860917.999999999","4.647515824E9","7.211773","true"
"600519","600519.SH","2019-01-21","690.0","698.88","681.88","686.98","4705193.0","3.242615722E9","7.211773","true"
"600519","600519.SH","2019-01-22","686.0","686.0","665.22","671.0","4212221.0","2.834735031E9","7.211773","true"
"600519","600519.SH","2019-01-23","667.22","674.5","663.13","665.66","3362481.0","2.247371221E9","7.211773","true"
"600519","600519.SH","2019-01-24","670.3","677.83","664.68","672.5","2915527.0","1.960227058E9","7.211773","true"
"600519","600519.SH","2019-01-25","675.88","684.9","669.93","679.7","2898635.0","1.96623209E9","7.211773","true"
"600519","600519.SH","2019-01-28","684.0","693.98","676.03","677.0","3610287.000000001","2.476277972E9","7.211773","true"
"600519","600519.SH","2019-01-29","677.5","688.0","668.0","685.0","3034259.0","2.069407513E9","7.211773","true"
"600519","600519.SH","2019-01-30","684.99","686.22","676.0","676.0","2269996.0","1.545353573E9","7.211773","true"
"600519","600519.SH","2019-01-31","680.0","689.6","677.56","689.6","3669657.0","2.51537497E9","7.211773","true"
"600519","600519.SH","2019-02-01","697.04","699.0","689.61","692.67","3052062.0","2.12132614E9","7.211773","true"
"600519","600519.SH","2019-02-11","695.0","729.5","688.18","725.3","5814075.0","4.143849806E9","7.211773","true"
"600519","600519.SH","2019-02-12","723.0","725.49","715.2","717.92","3509143.0","2.521840124E9","7.211773","true"
"600519","600519.SH","2019-02-13","723.0","736.16","717.22","735.25","3567706.0","2.589623528E9","7.211773","true"
"600519","600519.SH","2019-02-14","731.2","743.66","730.14","737.16","3225813.0","2.375987077E9","7.211773","true"
"600519","600519.SH","2019-02-15","734.88","734.88","723.02","724.78","2323798.0","1.691515518E9","7.211773","true"
"600519","600519.SH","2019-02-18","731.0","744.95","731.0","740.0","3774589.0","2.787522993E9","7.211773","true"
"600519","600519.SH","2019-02-19","740.96","742.5","726.66","730.76","2950150.0","2.164408781E9","7.211773","true"
"600519","600519.SH","2019-02-20","735.0","735.0","716.06","722.0","3788237.000000001","2.742919644E9","7.211773","true"
"600519","600519.SH","2019-02-21","720.0","730.48","717.0","720.25","2985040.0","2.163554333E9","7.211773","true"
"600519","600519.SH","2019-02-22","717.0","728.49","714.1","726.01","2590877.0","1.86725393E9","7.211773","true"
"600519","600519.SH","2019-02-25","730.75","744.44","717.99","742.33","8262259.0","6.034261367E9","7.211773","true"
"600519","600519.SH","2019-02-26","747.8","749.18","726.0","727.35","5796466.0","4.265279124E9","7.211773","true"
"600519","600519.SH","2019-02-27","733.0","758.02","731.0","740.7","6594227.0","4.908445127E9","7.211773","true"
"600519","600519.SH","2019-02-28","737.9","763.42","736.95","755.01","5698625.0","4.289145218000001E9","7.211773","true"
"600519","600519.SH","2019-03-01","761.5","790.0","761.0","789.3","6384023.0","4.952509171E9","7.211773","true"
"600519","600519.SH","2019-03-04","795.0","798.33","777.22","781.86","8458596.0","6.661386571E9","7.211773","true"
"600519","600519.SH","2019-03-05","785.0","789.55","775.88","779.78","4483056.0","3.501155936E9","7.211773","true"
"600519","600519.SH","2019-03-06","775.0","779.5","765.88","768.0","4673137.0","3.602140487E9","7.211773","true"
"600519","600519.SH","2019-03-07","762.22","762.22","745.56","748.6","6018053.0","4.526351877E9","7.211773","true"
"600519","600519.SH","2019-03-08","737.9","746.83","733.65","737.5","5227525.0","3.868415483E9","7.211773","true"
"600519","600519.SH","2019-03-11","740.04","766.95","740.04","758.54","5305724.0","4.00172873E9","7.211773","true"
"600519","600519.SH","2019-03-12","763.82","763.83","739.0","745.01","5251001.0","3.946382127E9","7.211773","true"
"600519","600519.SH","2019-03-13","745.5","760.75","745.5","754.0","4056136.0","3.058080906E9","7.211773","true"
"600519","600519.SH","2019-03-14","757.0","785.0","754.0","778.0","6217256.0","4.808607656E9","7.211773","true"
"600519","600519.SH","2019-03-15","776.0","787.5","764.85","777.3","5240071.0","4.084798328E9","7.211773","true"
"600519","600519.SH","2019-03-18","778.8","814.53","777.0","810.09","8131880.0","6.499566987E9","7.211773","true"
"600519","600519.SH","2019-03-19","803.0","807.92","792.3","792.61","4063493.0","3.24496739E9","7.211773","true"
"600519","600519.SH","2019-03-20","790.0","802.3","785.0","792.8","3111752.0","2.470811128E9","7.211773","true"
"600519","600519.SH","2019-03-21","788.0","792.8","781.5","785.75","3257328.0","2.558222913E9","7.211773","true"
"600519","600519.SH","2019-03-22","788.22","799.98","785.0","794.0","3051750.0","2.420497823E9","7.211773","true"
"600519","600519.SH","2019-03-25","786.0","788.0","773.3","775.6","3727046.0","2.903744159E9","7.211773","true"
"600519","600519.SH","2019-03-26","780.0","785.94","764.1","773.0","3759569.0","2.914112997E9","7.211773","true"
